keyword,age_code,gender,period,ratio
울쎄라,3,all,2016-04-01,7.63815
울쎄라,3,all,2016-05-01,16.4538
울쎄라,3,all,2016-06-01,4.54177
울쎄라,3,all,2016-07-01,4.51062
울쎄라,3,all,2016-08-01,4.29256
울쎄라,3,all,2016-09-01,3.77546
울쎄라,3,all,2016-10-01,4.47324
울쎄라,3,all,2016-11-01,7.99327
울쎄라,3,all,2016-12-01,7.1522
울쎄라,3,all,2017-01-01,5.22708
울쎄라,3,all,2017-02-01,4.63522
울쎄라,3,all,2017-03-01,7.00267
울쎄라,3,all,2017-04-01,3.763
울쎄라,3,all,2017-05-01,4.26141
울쎄라,3,all,2017-06-01,4.52308
울쎄라,3,all,2017-07-01,4.24895
울쎄라,3,all,2017-08-01,4.09943
울쎄라,3,all,2017-09-01,4.01844
울쎄라,3,all,2017-10-01,5.18347
울쎄라,3,all,2017-11-01,5.65696
울쎄라,3,all,2017-12-01,5.99962
울쎄라,3,all,2018-01-01,5.20216
울쎄라,3,all,2018-02-01,4.46701
울쎄라,3,all,2018-03-01,4.7972
울쎄라,3,all,2018-04-01,4.62899
울쎄라,3,all,2018-05-01,3.73808
울쎄라,3,all,2018-06-01,3.10261
울쎄라,3,all,2018-07-01,4.50439
울쎄라,3,all,2018-08-01,5.30808
울쎄라,3,all,2018-09-01,3.84399
울쎄라,3,all,2018-10-01,5.70057
울쎄라,3,all,2018-11-01,11.50084
울쎄라,3,all,2018-12-01,9.64425
울쎄라,3,all,2019-01-01,13.38857
울쎄라,3,all,2019-02-01,7.28303
울쎄라,3,all,2019-03-01,33.2378
울쎄라,3,all,2019-04-01,13.52563
울쎄라,3,all,2019-05-01,7.7939
울쎄라,3,all,2019-06-01,14.81527
울쎄라,3,all,2019-07-01,14.61591
울쎄라,3,all,2019-08-01,10.1489
울쎄라,3,all,2019-09-01,7.89358
울쎄라,3,all,2019-10-01,8.70973
울쎄라,3,all,2019-11-01,10.18628
울쎄라,3,all,2019-12-01,13.91813
울쎄라,3,all,2020-01-01,9.91838
울쎄라,3,all,2020-02-01,7.20827
울쎄라,3,all,2020-03-01,7.84374
울쎄라,3,all,2020-04-01,8.10541
울쎄라,3,all,2020-05-01,8.59136
울쎄라,3,all,2020-06-01,8.46053
울쎄라,3,all,2020-07-01,9.20814
울쎄라,3,all,2020-08-01,10.1489
울쎄라,3,all,2020-09-01,7.96835
울쎄라,3,all,2020-10-01,7.24565
울쎄라,3,all,2020-11-01,6.84692
울쎄라,3,all,2020-12-01,8.40446
울쎄라,3,all,2021-01-01,7.73783
울쎄라,3,all,2021-02-01,13.22659
울쎄라,3,all,2021-03-01,12.63472
울쎄라,3,all,2021-04-01,9.96199
울쎄라,3,all,2021-05-01,8.38577
울쎄라,3,all,2021-06-01,8.64743
울쎄라,3,all,2021-07-01,8.09295
울쎄라,3,all,2021-08-01,8.36707
울쎄라,3,all,2021-09-01,9.37636
울쎄라,3,all,2021-10-01,9.63179
울쎄라,3,all,2021-11-01,9.06485
울쎄라,3,all,2021-12-01,10.63485
울쎄라,3,all,2022-01-01,9.4885
울쎄라,3,all,2022-02-01,8.49791
울쎄라,3,all,2022-03-01,8.60382
울쎄라,3,all,2022-04-01,8.38577
울쎄라,3,all,2022-05-01,9.12092
울쎄라,3,all,2022-06-01,9.6131
울쎄라,3,all,2022-07-01,8.83434
울쎄라,3,all,2022-08-01,12.11762
울쎄라,3,all,2022-09-01,12.27337
울쎄라,3,all,2022-10-01,9.89969
울쎄라,3,all,2022-11-01,15.56289
울쎄라,3,all,2022-12-01,13.0646
울쎄라,3,all,2023-01-01,60.20185
울쎄라,3,all,2023-02-01,73.41598
울쎄라,3,all,2023-03-01,40.31524
울쎄라,3,all,2023-04-01,100.0
울쎄라,3,all,2023-05-01,24.37231
울쎄라,3,all,2023-06-01,31.94816
울쎄라,3,all,2023-07-01,14.95233
울쎄라,3,all,2023-08-01,15.05202
울쎄라,3,all,2023-09-01,15.0894
울쎄라,3,all,2023-10-01,17.56276
울쎄라,3,all,2023-11-01,17.25749
울쎄라,3,all,2023-12-01,32.20983
울쎄라,3,all,2024-01-01,26.64631
울쎄라,3,all,2024-02-01,23.71191
울쎄라,3,all,2024-03-01,30.4467
울쎄라,3,all,2024-04-01,24.29755
울쎄라,3,all,2024-05-01,37.74842
울쎄라,3,all,2024-06-01,23.4814
울쎄라,3,all,2024-07-01,38.99445
울쎄라,3,all,2024-08-01,28.80194
울쎄라,3,all,2024-09-01,25.71802
울쎄라,3,all,2024-10-01,25.176
울쎄라,3,all,2024-11-01,24.5779
울쎄라,3,all,2024-12-01,25.0327
울쎄라,3,all,2025-01-01,32.40296
울쎄라,3,all,2025-02-01,30.63983
울쎄라,3,all,2025-03-01,37.63005
울쎄라,3,all,2025-04-01,38.27798
울쎄라,3,all,2025-05-01,41.37436
울쎄라,3,all,2025-06-01,41.51766
울쎄라,3,all,2025-07-01,36.70799
울쎄라,3,all,2025-08-01,32.68332
울쎄라,3,all,2025-09-01,23.65584
울쎄라,3,all,2025-10-01,28.01071
울쎄라,3,all,2025-11-01,25.90492
울쎄라,3,all,2025-12-01,24.60282
울쎄라,3,f,2016-01-01,4.55499
울쎄라,3,f,2016-02-01,3.97201
울쎄라,3,f,2016-03-01,4.95141
울쎄라,3,f,2016-04-01,5.48775
울쎄라,3,f,2016-05-01,6.79362
울쎄라,3,f,2016-06-01,4.24407
울쎄라,3,f,2016-07-01,4.78818
울쎄라,3,f,2016-08-01,4.45394
울쎄라,3,f,2016-09-01,3.94869
울쎄라,3,f,2016-10-01,4.02642
울쎄라,3,f,2016-11-01,7.62534
울쎄라,3,f,2016-12-01,6.30392
울쎄라,3,f,2017-01-01,5.02137
울쎄라,3,f,2017-02-01,4.76486
울쎄라,3,f,2017-03-01,6.59152
울쎄라,3,f,2017-04-01,3.88651
울쎄라,3,f,2017-05-01,4.46171
울쎄라,3,f,2017-06-01,4.71822
울쎄라,3,f,2017-07-01,4.44617
울쎄라,3,f,2017-08-01,4.41507
울쎄라,3,f,2017-09-01,4.39176
울쎄라,3,f,2017-10-01,5.73649
울쎄라,3,f,2017-11-01,6.21842
울쎄라,3,f,2017-12-01,6.66148
울쎄라,3,f,2018-01-01,5.80645
울쎄라,3,f,2018-02-01,4.85814
울쎄라,3,f,2018-03-01,5.14574
울쎄라,3,f,2018-04-01,5.13797
울쎄라,3,f,2018-05-01,3.89428
울쎄라,3,f,2018-06-01,3.31908
울쎄라,3,f,2018-07-01,4.47726
울쎄라,3,f,2018-08-01,5.54994
울쎄라,3,f,2018-09-01,3.84764
울쎄라,3,f,2018-10-01,5.51107
울쎄라,3,f,2018-11-01,11.50408
울쎄라,3,f,2018-12-01,9.44422
울쎄라,3,f,2019-01-01,14.65993
울쎄라,3,f,2019-02-01,7.92071
울쎄라,3,f,2019-03-01,39.16051
울쎄라,3,f,2019-04-01,15.32063
울쎄라,3,f,2019-05-01,8.53478
울쎄라,3,f,2019-06-01,16.86746
울쎄라,3,f,2019-07-01,16.59541
울쎄라,3,f,2019-08-01,11.09988
울쎄라,3,f,2019-09-01,8.75242
울쎄라,3,f,2019-10-01,9.56082
울쎄라,3,f,2019-11-01,11.23979
울쎄라,3,f,2019-12-01,14.71434
울쎄라,3,f,2020-01-01,10.87446
울쎄라,3,f,2020-02-01,7.81189
울쎄라,3,f,2020-03-01,8.13058
울쎄라,3,f,2020-04-01,8.68247
울쎄라,3,f,2020-05-01,9.08666
울쎄라,3,f,2020-06-01,9.14108
울쎄라,3,f,2020-07-01,9.79401
울쎄라,3,f,2020-08-01,10.64904
울쎄라,3,f,2020-09-01,8.17722
울쎄라,3,f,2020-10-01,7.95958
울쎄라,3,f,2020-11-01,7.20559
울쎄라,3,f,2020-12-01,9.06335
울쎄라,3,f,2021-01-01,8.54255
울쎄라,3,f,2021-02-01,15.49941
울쎄라,3,f,2021-03-01,14.45005
울쎄라,3,f,2021-04-01,11.14652
울쎄라,3,f,2021-05-01,9.17217
울쎄라,3,f,2021-06-01,9.59968
울쎄라,3,f,2021-07-01,8.74465
울쎄라,3,f,2021-08-01,8.88457
울쎄라,3,f,2021-09-01,9.26544
울쎄라,3,f,2021-10-01,10.1127
울쎄라,3,f,2021-11-01,9.12553
울쎄라,3,f,2021-12-01,10.95996
울쎄라,3,f,2022-01-01,10.08161
울쎄라,3,f,2022-02-01,9.10998
울쎄라,3,f,2022-03-01,8.79906
울쎄라,3,f,2022-04-01,8.92343
울쎄라,3,f,2022-05-01,9.71628
울쎄라,3,f,2022-06-01,10.22153
울쎄라,3,f,2022-07-01,9.2499
울쎄라,3,f,2022-08-01,12.70112
울쎄라,3,f,2022-09-01,12.14924
울쎄라,3,f,2022-10-01,10.26816
울쎄라,3,f,2022-11-01,16.64205
울쎄라,3,f,2022-12-01,13.75048
울쎄라,3,f,2023-01-01,46.12514
울쎄라,3,f,2023-02-01,75.94247
울쎄라,3,f,2023-03-01,37.45044
울쎄라,3,f,2023-04-01,100.0
울쎄라,3,f,2023-05-01,24.67936
울쎄라,3,f,2023-06-01,30.15157
울쎄라,3,f,2023-07-01,16.10571
울쎄라,3,f,2023-08-01,15.88029
울쎄라,3,f,2023-09-01,16.23785
울쎄라,3,f,2023-10-01,15.39059
울쎄라,3,f,2023-11-01,18.45316
울쎄라,3,f,2023-12-01,35.60046
울쎄라,3,f,2024-01-01,29.01671
울쎄라,3,f,2024-02-01,25.26233
울쎄라,3,f,2024-03-01,26.86358
울쎄라,3,f,2024-04-01,21.44578
울쎄라,3,f,2024-05-01,36.12125
울쎄라,3,f,2024-06-01,23.77769
울쎄라,3,f,2024-07-01,40.38865
울쎄라,3,f,2024-08-01,30.57909
울쎄라,3,f,2024-09-01,27.40769
울쎄라,3,f,2024-10-01,26.5682
울쎄라,3,f,2024-11-01,26.70034
울쎄라,3,f,2024-12-01,25.89195
울쎄라,3,f,2025-01-01,34.21686
울쎄라,3,f,2025-02-01,31.63622
울쎄라,3,f,2025-03-01,36.50213
울쎄라,3,f,2025-04-01,38.7874
울쎄라,3,f,2025-05-01,40.70734
울쎄라,3,f,2025-06-01,43.20248
울쎄라,3,f,2025-07-01,36.84415
울쎄라,3,f,2025-08-01,32.97318
울쎄라,3,f,2025-09-01,24.04974
울쎄라,3,f,2025-10-01,28.1539
울쎄라,3,f,2025-11-01,26.42052
울쎄라,3,f,2025-12-01,25.10687
울쎄라,3,m,2016-01-01,13.94475
울쎄라,3,m,2016-02-01,9.62724
울쎄라,3,m,2016-03-01,14.40064
울쎄라,3,m,2016-04-01,13.94475
울쎄라,3,m,2016-05-01,47.38535
울쎄라,3,m,2016-06-01,4.90748
울쎄라,3,m,2016-07-01,2.89621
울쎄라,3,m,2016-08-01,3.11075
울쎄라,3,m,2016-09-01,2.62805
울쎄라,3,m,2016-10-01,5.36336
울쎄라,3,m,2016-11-01,8.09868
울쎄라,3,m,2016-12-01,9.03727
울쎄라,3,m,2017-01-01,5.17565
울쎄라,3,m,2017-02-01,3.513
울쎄라,3,m,2017-03-01,7.40144
울쎄라,3,m,2017-04-01,2.78895
울쎄라,3,m,2017-05-01,2.94985
울쎄라,3,m,2017-06-01,3.1912
울쎄라,3,m,2017-07-01,2.94985
울쎄라,3,m,2017-08-01,2.41351
울쎄라,3,m,2017-09-01,2.14534
울쎄라,3,m,2017-10-01,2.52078
울쎄라,3,m,2017-11-01,2.89621
울쎄라,3,m,2017-12-01,2.84258
울쎄라,3,m,2018-01-01,2.35988
울쎄라,3,m,2018-02-01,2.46714
울쎄라,3,m,2018-03-01,2.89621
울쎄라,3,m,2018-04-01,2.19898
울쎄라,3,m,2018-05-01,2.65486
울쎄라,3,m,2018-06-01,1.90399
울쎄라,3,m,2018-07-01,3.94207
울쎄라,3,m,2018-08-01,3.70072
울쎄라,3,m,2018-09-01,3.27165
울쎄라,3,m,2018-10-01,5.52426
울쎄라,3,m,2018-11-01,9.81496
울쎄라,3,m,2018-12-01,8.93
울쎄라,3,m,2019-01-01,7.05282
울쎄라,3,m,2019-02-01,4.02252
울쎄라,3,m,2019-03-01,7.9646
울쎄라,3,m,2019-04-01,5.36336
울쎄라,3,m,2019-05-01,4.10297
울쎄라,3,m,2019-06-01,5.5779
울쎄라,3,m,2019-07-01,5.65835
울쎄라,3,m,2019-08-01,5.39018
울쎄라,3,m,2019-09-01,3.78117
울쎄라,3,m,2019-10-01,4.50522
울쎄라,3,m,2019-11-01,5.06838
울쎄라,3,m,2019-12-01,9.14454
울쎄라,3,m,2020-01-01,5.17565
울쎄라,3,m,2020-02-01,4.07615
울쎄라,3,m,2020-03-01,5.71198
울쎄라,3,m,2020-04-01,4.93429
울쎄라,3,m,2020-05-01,5.63153
울쎄라,3,m,2020-06-01,4.88066
울쎄라,3,m,2020-07-01,5.84607
울쎄라,3,m,2020-08-01,6.94556
울쎄라,3,m,2020-09-01,6.08742
울쎄라,3,m,2020-10-01,3.72754
울쎄라,3,m,2020-11-01,4.61249
울쎄라,3,m,2020-12-01,4.90748
울쎄라,3,m,2021-01-01,3.8348
울쎄라,3,m,2021-02-01,3.45937
울쎄라,3,m,2021-03-01,4.53204
울쎄라,3,m,2021-04-01,4.42477
울쎄라,3,m,2021-05-01,4.45159
울쎄라,3,m,2021-06-01,4.10297
울쎄라,3,m,2021-07-01,4.66613
울쎄라,3,m,2021-08-01,5.36336
울쎄라,3,m,2021-09-01,8.39367
울쎄라,3,m,2021-10-01,6.57012
울쎄라,3,m,2021-11-01,7.53553
울쎄라,3,m,2021-12-01,7.9646
울쎄라,3,m,2022-01-01,6.0606
울쎄라,3,m,2022-02-01,5.14883
울쎄라,3,m,2022-03-01,6.67739
울쎄라,3,m,2022-04-01,5.30973
울쎄라,3,m,2022-05-01,5.7388
울쎄라,3,m,2022-06-01,6.11423
울쎄라,3,m,2022-07-01,6.11423
울쎄라,3,m,2022-08-01,8.34003
울쎄라,3,m,2022-09-01,10.91445
울쎄라,3,m,2022-10-01,7.18691
울쎄라,3,m,2022-11-01,9.57361
울쎄라,3,m,2022-12-01,8.79592
울쎄라,3,m,2023-01-01,100.0
울쎄라,3,m,2023-02-01,54.00911
울쎄라,3,m,2023-03-01,44.32823
울쎄라,3,m,2023-04-01,85.43845
울쎄라,3,m,2023-05-01,19.76401
울쎄라,3,m,2023-06-01,33.49423
울쎄라,3,m,2023-07-01,8.79592
울쎄라,3,m,2023-08-01,10.00268
울쎄라,3,m,2023-09-01,8.93
울쎄라,3,m,2023-10-01,22.49932
울쎄라,3,m,2023-11-01,10.61946
울쎄라,3,m,2023-12-01,15.82193
울쎄라,3,m,2024-01-01,14.58836
울쎄라,3,m,2024-02-01,14.91016
울쎄라,3,m,2024-03-01,38.37489
울쎄라,3,m,2024-04-01,30.59801
울쎄라,3,m,2024-05-01,37.86537
울쎄라,3,m,2024-06-01,19.03995
울쎄라,3,m,2024-07-01,28.5063
울쎄라,3,m,2024-08-01,18.4768
울쎄라,3,m,2024-09-01,16.14373
울쎄라,3,m,2024-10-01,16.70689
울쎄라,3,m,2024-11-01,13.67658
울쎄라,3,m,2024-12-01,18.42316
울쎄라,3,m,2025-01-01,21.42665
울쎄라,3,m,2025-02-01,22.74068
울쎄라,3,m,2025-03-01,36.04183
울쎄라,3,m,2025-04-01,30.94663
울쎄라,3,m,2025-05-01,37.65084
울쎄라,3,m,2025-06-01,29.65942
울쎄라,3,m,2025-07-01,30.893
울쎄라,3,m,2025-08-01,26.9241
울쎄라,3,m,2025-09-01,18.85223
울쎄라,3,m,2025-10-01,23.43791
울쎄라,3,m,2025-11-01,20.35398
울쎄라,3,m,2025-12-01,19.2813
울쎄라,4,all,2016-01-01,15.75425
울쎄라,4,all,2016-02-01,13.39787
울쎄라,4,all,2016-03-01,16.81497
울쎄라,4,all,2016-04-01,16.34512
울쎄라,4,all,2016-05-01,22.96575
울쎄라,4,all,2016-06-01,12.45817
울쎄라,4,all,2016-07-01,14.62945
울쎄라,4,all,2016-08-01,14.08841
울쎄라,4,all,2016-09-01,13.12735
울쎄라,4,all,2016-10-01,14.54403
울쎄라,4,all,2016-11-01,19.98291
울쎄라,4,all,2016-12-01,21.09347
울쎄라,4,all,2017-01-01,17.6123
울쎄라,4,all,2017-02-01,19.69815
울쎄라,4,all,2017-03-01,28.61109
울쎄라,4,all,2017-04-01,15.70442
울쎄라,4,all,2017-05-01,14.45148
울쎄라,4,all,2017-06-01,13.54737
울쎄라,4,all,2017-07-01,13.57585
울쎄라,4,all,2017-08-01,14.09553
울쎄라,4,all,2017-09-01,13.52601
울쎄라,4,all,2017-10-01,16.18851
울쎄라,4,all,2017-11-01,15.68306
울쎄라,4,all,2017-12-01,15.91798
울쎄라,4,all,2018-01-01,17.1994
울쎄라,4,all,2018-02-01,14.92133
울쎄라,4,all,2018-03-01,18.16758
울쎄라,4,all,2018-04-01,16.50886
울쎄라,4,all,2018-05-01,14.0101
울쎄라,4,all,2018-06-01,11.76051
울쎄라,4,all,2018-07-01,13.12023
울쎄라,4,all,2018-08-01,15.71153
울쎄라,4,all,2018-09-01,13.30533
울쎄라,4,all,2018-10-01,17.84722
울쎄라,4,all,2018-11-01,32.19192
울쎄라,4,all,2018-12-01,25.47163
울쎄라,4,all,2019-01-01,29.12365
울쎄라,4,all,2019-02-01,20.85854
울쎄라,4,all,2019-03-01,44.81383
울쎄라,4,all,2019-04-01,25.31501
울쎄라,4,all,2019-05-01,19.41339
울쎄라,4,all,2019-06-01,27.39374
울쎄라,4,all,2019-07-01,27.13746
울쎄라,4,all,2019-08-01,24.09767
울쎄라,4,all,2019-09-01,19.57001
울쎄라,4,all,2019-10-01,23.79867
울쎄라,4,all,2019-11-01,22.92304
울쎄라,4,all,2019-12-01,25.72079
울쎄라,4,all,2020-01-01,24.9377
울쎄라,4,all,2020-02-01,19.44187
울쎄라,4,all,2020-03-01,19.66968
울쎄라,4,all,2020-04-01,24.19021
울쎄라,4,all,2020-05-01,21.75553
울쎄라,4,all,2020-06-01,18.50929
울쎄라,4,all,2020-07-01,23.94817
울쎄라,4,all,2020-08-01,24.297
울쎄라,4,all,2020-09-01,22.68811
울쎄라,4,all,2020-10-01,19.82629
울쎄라,4,all,2020-11-01,20.5809
울쎄라,4,all,2020-12-01,21.27144
울쎄라,4,all,2021-01-01,20.26767
울쎄라,4,all,2021-02-01,23.48544
울쎄라,4,all,2021-03-01,31.60817
울쎄라,4,all,2021-04-01,25.45739
울쎄라,4,all,2021-05-01,22.04741
울쎄라,4,all,2021-06-01,24.04783
울쎄라,4,all,2021-07-01,21.7057
울쎄라,4,all,2021-08-01,22.58845
울쎄라,4,all,2021-09-01,24.69566
울쎄라,4,all,2021-10-01,26.3259
울쎄라,4,all,2021-11-01,24.96618
울쎄라,4,all,2021-12-01,27.76393
울쎄라,4,all,2022-01-01,28.31209
울쎄라,4,all,2022-02-01,25.04449
울쎄라,4,all,2022-03-01,27.08763
울쎄라,4,all,2022-04-01,26.64625
울쎄라,4,all,2022-05-01,29.31586
울쎄라,4,all,2022-06-01,27.37951
울쎄라,4,all,2022-07-01,25.79198
울쎄라,4,all,2022-08-01,33.25977
울쎄라,4,all,2022-09-01,32.12073
울쎄라,4,all,2022-10-01,28.81042
울쎄라,4,all,2022-11-01,34.57677
울쎄라,4,all,2022-12-01,36.26397
울쎄라,4,all,2023-01-01,93.61429
울쎄라,4,all,2023-02-01,90.04057
울쎄라,4,all,2023-03-01,67.21719
울쎄라,4,all,2023-04-01,100.0
울쎄라,4,all,2023-05-01,48.67943
울쎄라,4,all,2023-06-01,39.86616
울쎄라,4,all,2023-07-01,37.23214
울쎄라,4,all,2023-08-01,38.09354
울쎄라,4,all,2023-09-01,39.02612
울쎄라,4,all,2023-10-01,37.403
울쎄라,4,all,2023-11-01,39.46038
울쎄라,4,all,2023-12-01,85.61258
울쎄라,4,all,2024-01-01,74.48565
울쎄라,4,all,2024-02-01,65.28084
울쎄라,4,all,2024-03-01,68.26368
울쎄라,4,all,2024-04-01,58.71716
울쎄라,4,all,2024-05-01,78.94924
울쎄라,4,all,2024-06-01,54.10407
울쎄라,4,all,2024-07-01,81.71851
울쎄라,4,all,2024-08-01,65.55136
울쎄라,4,all,2024-09-01,60.18366
울쎄라,4,all,2024-10-01,59.08023
울쎄라,4,all,2024-11-01,57.62796
울쎄라,4,all,2024-12-01,66.27749
울쎄라,4,all,2025-01-01,88.88018
울쎄라,4,all,2025-02-01,75.50366
울쎄라,4,all,2025-03-01,93.05189
울쎄라,4,all,2025-04-01,89.22189
울쎄라,4,all,2025-05-01,96.35509
울쎄라,4,all,2025-06-01,85.51292
울쎄라,4,all,2025-07-01,82.23108
울쎄라,4,all,2025-08-01,77.10543
울쎄라,4,all,2025-09-01,64.22011
울쎄라,4,all,2025-10-01,60.0484
울쎄라,4,all,2025-11-01,52.8369
울쎄라,4,all,2025-12-01,54.55257
울쎄라,4,f,2016-01-01,14.94544
울쎄라,4,f,2016-02-01,13.10195
울쎄라,4,f,2016-03-01,16.92061
울쎄라,4,f,2016-04-01,16.64785
울쎄라,4,f,2016-05-01,18.47253
울쎄라,4,f,2016-06-01,13.99548
울쎄라,4,f,2016-07-01,16.82656
울쎄라,4,f,2016-08-01,15.58502
울쎄라,4,f,2016-09-01,14.48457
울쎄라,4,f,2016-10-01,15.47215
울쎄라,4,f,2016-11-01,20.29721
울쎄라,4,f,2016-12-01,21.20955
울쎄라,4,f,2017-01-01,19.64823
울쎄라,4,f,2017-02-01,23.33521
울쎄라,4,f,2017-03-01,31.9413
울쎄라,4,f,2017-04-01,18.0775
울쎄라,4,f,2017-05-01,16.79834
울쎄라,4,f,2017-06-01,15.59443
울쎄라,4,f,2017-07-01,15.98006
울쎄라,4,f,2017-08-01,16.44093
울쎄라,4,f,2017-09-01,15.7261
울쎄라,4,f,2017-10-01,19.55417
울쎄라,4,f,2017-11-01,18.60421
울쎄라,4,f,2017-12-01,18.71708
울쎄라,4,f,2018-01-01,20.26899
울쎄라,4,f,2018-02-01,17.59781
울쎄라,4,f,2018-03-01,21.43528
울쎄라,4,f,2018-04-01,19.29082
울쎄라,4,f,2018-05-01,16.20579
울쎄라,4,f,2018-06-01,13.8544
울쎄라,4,f,2018-07-01,14.79495
울쎄라,4,f,2018-08-01,18.04928
울쎄라,4,f,2018-09-01,14.91723
울쎄라,4,f,2018-10-01,19.18735
울쎄라,4,f,2018-11-01,33.85063
울쎄라,4,f,2018-12-01,28.09443
울쎄라,4,f,2019-01-01,33.59668
울쎄라,4,f,2019-02-01,24.38863
울쎄라,4,f,2019-03-01,54.12904
울쎄라,4,f,2019-04-01,29.731
울쎄라,4,f,2019-05-01,21.99021
울쎄라,4,f,2019-06-01,32.08239
울쎄라,4,f,2019-07-01,31.84725
울쎄라,4,f,2019-08-01,27.79345
울쎄라,4,f,2019-09-01,22.67682
울쎄라,4,f,2019-10-01,26.89992
울쎄라,4,f,2019-11-01,26.38261
울쎄라,4,f,2019-12-01,28.98796
울쎄라,4,f,2020-01-01,28.33897
울쎄라,4,f,2020-02-01,21.48231
울쎄라,4,f,2020-03-01,21.64221
울쎄라,4,f,2020-04-01,27.05981
울쎄라,4,f,2020-05-01,23.11888
울쎄라,4,f,2020-06-01,19.97742
울쎄라,4,f,2020-07-01,26.31677
울쎄라,4,f,2020-08-01,27.68058
울쎄라,4,f,2020-09-01,25.03762
울쎄라,4,f,2020-10-01,22.1313
울쎄라,4,f,2020-11-01,23.20353
울쎄라,4,f,2020-12-01,23.41986
울쎄라,4,f,2021-01-01,22.84612
울쎄라,4,f,2021-02-01,27.05981
울쎄라,4,f,2021-03-01,36.98269
울쎄라,4,f,2021-04-01,29.53348
울쎄라,4,f,2021-05-01,25.12227
울쎄라,4,f,2021-06-01,25.61136
울쎄라,4,f,2021-07-01,23.59857
울쎄라,4,f,2021-08-01,25.71482
울쎄라,4,f,2021-09-01,26.13807
울쎄라,4,f,2021-10-01,29.00677
울쎄라,4,f,2021-11-01,26.79646
울쎄라,4,f,2021-12-01,29.88148
울쎄라,4,f,2022-01-01,31.62151
울쎄라,4,f,2022-02-01,28.23551
울쎄라,4,f,2022-03-01,29.95673
울쎄라,4,f,2022-04-01,29.66516
울쎄라,4,f,2022-05-01,32.15763
울쎄라,4,f,2022-06-01,30.35176
울쎄라,4,f,2022-07-01,28.69638
울쎄라,4,f,2022-08-01,36.37133
울쎄라,4,f,2022-09-01,34.93227
울쎄라,4,f,2022-10-01,32.18585
울쎄라,4,f,2022-11-01,39.39051
울쎄라,4,f,2022-12-01,40.69789
울쎄라,4,f,2023-01-01,74.45447
울쎄라,4,f,2023-02-01,92.46613
울쎄라,4,f,2023-03-01,65.7167
울쎄라,4,f,2023-04-01,95.58878
울쎄라,4,f,2023-05-01,51.77765
울쎄라,4,f,2023-06-01,41.61023
울쎄라,4,f,2023-07-01,41.74191
울쎄라,4,f,2023-08-01,42.9176
울쎄라,4,f,2023-09-01,43.29382
울쎄라,4,f,2023-10-01,41.5632
울쎄라,4,f,2023-11-01,44.16854
울쎄라,4,f,2023-12-01,100.0
울쎄라,4,f,2024-01-01,85.26147
울쎄라,4,f,2024-02-01,74.63318
울쎄라,4,f,2024-03-01,76.42964
울쎄라,4,f,2024-04-01,65.0395
울쎄라,4,f,2024-05-01,86.55003
울쎄라,4,f,2024-06-01,57.34574
울쎄라,4,f,2024-07-01,85.75056
울쎄라,4,f,2024-08-01,70.48532
울쎄라,4,f,2024-09-01,66.25282
울쎄라,4,f,2024-10-01,63.16779
울쎄라,4,f,2024-11-01,62.75395
울쎄라,4,f,2024-12-01,70.41948
울쎄라,4,f,2025-01-01,97.72385
울쎄라,4,f,2025-02-01,80.71858
울쎄라,4,f,2025-03-01,93.96162
울쎄라,4,f,2025-04-01,93.34085
울쎄라,4,f,2025-05-01,95.90857
울쎄라,4,f,2025-06-01,86.46538
울쎄라,4,f,2025-07-01,83.98231
울쎄라,4,f,2025-08-01,79.95673
울쎄라,4,f,2025-09-01,67.20278
울쎄라,4,f,2025-10-01,61.40895
울쎄라,4,f,2025-11-01,55.46463
울쎄라,4,f,2025-12-01,56.22648
울쎄라,4,m,2016-01-01,11.92204
울쎄라,4,m,2016-02-01,9.34275
울쎄라,4,m,2016-03-01,10.75659
울쎄라,4,m,2016-04-01,10.04967
울쎄라,4,m,2016-05-01,24.11157
울쎄라,4,m,2016-06-01,5.00573
울쎄라,4,m,2016-07-01,5.08215
울쎄라,4,m,2016-08-01,6.15208
울쎄라,4,m,2016-09-01,5.80817
울쎄라,4,m,2016-10-01,7.60412
울쎄라,4,m,2016-11-01,12.39969
울쎄라,4,m,2016-12-01,13.52693
울쎄라,4,m,2017-01-01,7.35575
울쎄라,4,m,2017-02-01,5.46427
울쎄라,4,m,2017-03-01,11.90294
울쎄라,4,m,2017-04-01,5.42606
울쎄라,4,m,2017-05-01,4.66182
울쎄라,4,m,2017-06-01,4.68093
울쎄라,4,m,2017-07-01,3.97401
울쎄라,4,m,2017-08-01,4.43255
울쎄라,4,m,2017-09-01,4.35613
울쎄라,4,m,2017-10-01,3.72564
울쎄라,4,m,2017-11-01,4.29881
울쎄라,4,m,2017-12-01,4.70003
울쎄라,4,m,2018-01-01,4.98662
울쎄라,4,m,2018-02-01,4.29881
울쎄라,4,m,2018-03-01,5.21589
울쎄라,4,m,2018-04-01,5.12036
울쎄라,4,m,2018-05-01,4.68093
울쎄라,4,m,2018-06-01,3.41994
울쎄라,4,m,2018-07-01,5.15857
울쎄라,4,m,2018-08-01,5.50248
울쎄라,4,m,2018-09-01,5.40695
울쎄라,4,m,2018-10-01,8.92243
울쎄라,4,m,2018-11-01,17.63469
울쎄라,4,m,2018-12-01,11.29155
울쎄라,4,m,2019-01-01,9.91593
울쎄라,4,m,2019-02-01,6.43867
울쎄라,4,m,2019-03-01,10.31715
