n_bootstrap,pct_0jp,pct_1jp,pct_2jp,jp1_median,jp1_ci_lower,jp1_ci_upper,jp2_median,jp2_ci_lower,jp2_ci_upper
2000,0.0,0.0,100.0,2018.0,2018.0,2018.0,2022.0,2021.0,2023.0
